chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2016-10-22,66,A Little More Summertime,Jason Aldean,5,66,71,False
2016-10-22,67,Different For Girls,Dierks Bentley Featuring Elle King,18,42,55,False
2016-10-22,68,Money Longer,Lil Uzi Vert,17,54,66,False
2016-10-22,69,Perfect Illusion,Lady Gaga,4,15,59,False
2016-10-22,70,Sleep Without You,Brett Young,4,70,76,False
2016-10-22,71,Too Much Sauce,DJ Esco Featuring Future & Lil Uzi Vert,7,71,79,False
2016-10-22,72,X,21 Savage & Metro Boomin Featuring Future,4,72,78,False
2016-10-22,73,Forever Country,"Artists Of Then, Now & Forever",3,21,34,False
2016-10-22,74,Cranes In The Sky,Solange,1,74,0,True
2016-10-22,75,You & Me,Marc E. Bassy Featuring G-Eazy,13,58,74,False
2016-10-22,76,Mercy,Shawn Mendes,3,68,68,False
2016-10-22,77,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",8,77,93,False
2016-10-22,78,You Was Right,Lil Uzi Vert,13,78,85,False
2016-10-22,79,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,16,24,77,False
2016-10-22,80,Peter Pan,Kelsea Ballerini,19,35,69,False
2016-10-22,81,Hold Up,Beyonce,10,13,87,False
2016-10-22,82,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,12,66,84,False
2016-10-22,83,Key To The Streets,Yfn Lucci Featuring Migos & Trouble,3,83,86,False
2016-10-22,84,HandClap,Fitz And The Tantrums,2,84,89,False
2016-10-22,85,CRZY,Kehlani,2,85,95,False
2016-10-22,86,Make You Miss Me,Sam Hunt,19,45,80,False
2016-10-22,87,You Don't Own Me,Grace Featuring G-Eazy,19,57,0,False
2016-10-22,88,THat Part,ScHoolboy Q Featuring Kanye West,18,40,83,False
2016-10-22,89,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,2,57,0,False
2016-10-22,90,I Got The Keys,DJ Khaled Featuring Jay Z & Future,15,30,81,False
2016-10-22,91,Don't Touch My Hair,Solange Featuring Sampha,1,91,0,True
2016-10-22,92,Song For Another Time,Old Dominion,2,92,92,False
2016-10-22,93,Capsize,Frenship & Emily Warren,2,93,94,False
2016-10-22,94,LIFTED,CL,1,94,0,True
2016-10-22,95,Gangsta,Kehlani,9,41,88,False
2016-10-22,96,Goosebumps,Travis Scott,4,91,91,False
2016-10-22,97,Fresh Eyes,Andy Grammer,1,97,0,True
2016-10-22,98,Wanna Be That Song,Brett Eldredge,1,98,0,True
2016-10-22,99,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,16,62,90,False
2016-10-22,100,All Eyez,The Game Featuring Jeremih,1,100,0,True
2016-10-29,1,Closer,The Chainsmokers Featuring Halsey,11,1,1,False
2016-10-29,2,Starboy,The Weeknd Featuring Daft Punk,4,2,2,False
2016-10-29,3,Heathens,Twenty One Pilots,17,2,3,False
2016-10-29,4,Let Me Love You,DJ Snake Featuring Justin Bieber,10,4,5,False
2016-10-29,5,24K Magic,Bruno Mars,1,5,0,True
2016-10-29,6,Broccoli,D.R.A.M. Featuring Lil Yachty,18,6,6,False
2016-10-29,7,Cold Water,Major Lazer Featuring Justin Bieber & Mo,12,2,4,False
2016-10-29,8,Treat You Better,Shawn Mendes,19,6,7,False
2016-10-29,9,Cheap Thrills,Sia Featuring Sean Paul,35,1,8,False
2016-10-29,10,Side To Side,Ariana Grande Featuring Nicki Minaj,7,10,12,False
2016-10-29,11,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,3,11,89,False
2016-10-29,12,I Hate U I Love U,Gnash Featuring Olivia O'Brien,26,10,10,False
2016-10-29,13,Don't Let Me Down,The Chainsmokers Featuring Daya,35,3,9,False
2016-10-29,14,This Is What You Came For,Calvin Harris Featuring Rihanna,24,3,11,False
2016-10-29,15,Gold,Kiiara,21,13,13,False
2016-10-29,16,Ride,Twenty One Pilots,31,5,14,False
2016-10-29,17,One Dance,Drake Featuring Wizkid & Kyla,28,1,16,False
2016-10-29,18,Needed Me,Rihanna,37,7,15,False
2016-10-29,19,Send My Love (To Your New Lover),Adele,22,8,17,False
2016-10-29,20,Starving,Hailee Steinfeld & Grey Featuring Zedd,11,20,20,False
2016-10-29,21,Luv,Tory Lanez,16,19,22,False
2016-10-29,22,Can't Stop The Feeling!,Justin Timberlake,23,1,23,False
2016-10-29,23,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",16,15,24,False
2016-10-29,24,Too Good,Drake Featuring Rihanna,24,14,19,False
2016-10-29,25,The Greatest,Sia Featuring Kendrick Lamar,6,24,27,False
2016-10-29,26,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,19,9,21,False
2016-10-29,27,Hymn For The Weekend,Coldplay,20,25,26,False
2016-10-29,28,OOOUUU,Young M.A,7,28,29,False
2016-10-29,29,Unsteady,X Ambassadors,22,26,30,False
2016-10-29,30,My Way,Calvin Harris,4,24,28,False
2016-10-29,31,"Sit Still, Look Pretty",Daya,20,28,32,False
2016-10-29,32,Panda,Desiigner,34,1,33,False
2016-10-29,33,Black Beatles,Rae Sremmurd Featuring Gucci Mane,5,33,38,False
2016-10-29,34,Into You,Ariana Grande,22,13,31,False
2016-10-29,35,Caroline,Amine,6,35,44,False
2016-10-29,36,Setting The World On Fire,Kenny Chesney Featuring P!nk,11,29,34,False
2016-10-29,37,Tiimmy Turner,Desiigner,12,34,35,False
2016-10-29,38,All We Know,The Chainsmokers Featuring Phoebe Ryan,2,18,18,False
2016-10-29,39,In The Name Of Love,Martin Garrix & Bebe Rexha,9,39,41,False
2016-10-29,40,Blue Ain't Your Color,Keith Urban,5,40,45,False
2016-10-29,41,For Free,DJ Khaled Featuring Drake,19,13,37,False
2016-10-29,42,Scars To Your Beautiful,Alessia Cara,7,42,46,False
2016-10-29,43,Controlla,Drake,24,16,36,False
2016-10-29,44,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,11,40,40,False
2016-10-29,45,No Limit,Usher Featuring Young Thug,16,32,39,False
2016-10-29,46,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,33,4,42,False
2016-10-29,47,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,9,43,48,False
2016-10-29,48,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",10,48,52,False
2016-10-29,49,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,21,49,51,False
2016-10-29,50,Just Like Fire,P!nk,26,10,43,False
2016-10-29,51,Middle Of A Memory,Cole Swindell,12,51,53,False
2016-10-29,52,I Know Somebody,LoCash,7,52,58,False
2016-10-29,53,It Don't Hurt Like It Used To,Billy Currington,12,44,50,False
2016-10-29,54,This Town,Niall Horan,3,25,25,False
2016-10-29,55,Love Me Now,John Legend,1,55,0,True
2016-10-29,56,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,1,56,0,True
2016-10-29,57,1 Night,Lil Yachty,10,57,57,False
2016-10-29,58,Move,Luke Bryan,8,55,55,False
2016-10-29,59,May We All,Florida Georgia Line Featuring Tim McGraw,7,56,59,False
2016-10-29,60,"Father Stretch My Hands, Pt. 1",Kanye West,23,37,56,False
2016-10-29,61,You Don't Own Me,Grace Featuring G-Eazy,20,57,87,False
2016-10-29,62,Come And See Me,PARTYNEXTDOOR Featuring Drake,15,62,65,False
2016-10-29,63,A Little More Summertime,Jason Aldean,6,63,66,False
2016-10-29,64,Fade,Kanye West,6,47,54,False
2016-10-29,65,This Girl,Kungs vs Cookin' On 3 Burners,12,26,47,False
2016-10-29,66,Too Much Sauce,DJ Esco Featuring Future & Lil Uzi Vert,8,66,71,False
2016-10-29,67,Vice,Miranda Lambert,13,47,64,False
2016-10-29,68,Sleep Without You,Brett Young,5,68,70,False
2016-10-29,69,Rock On,Tucker Beathard,9,62,62,False
2016-10-29,70,Today,Brad Paisley,1,70,0,True
2016-10-29,71,X,21 Savage & Metro Boomin Featuring Future,5,71,72,False
2016-10-29,72,Money Longer,Lil Uzi Vert,18,54,68,False
2016-10-29,73,You Was Right,Lil Uzi Vert,14,73,78,False
2016-10-29,74,Key To The Streets,Yfn Lucci Featuring Migos & Trouble,4,74,83,False
2016-10-29,75,Different For Girls,Dierks Bentley Featuring Elle King,19,42,67,False
2016-10-29,76,Million Reasons,Lady Gaga,1,76,0,True
2016-10-29,77,PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,1,77,0,True
2016-10-29,78,I Met A Girl,William Michael Morgan,8,60,61,False
2016-10-29,79,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",9,77,77,False
2016-10-29,80,HandClap,Fitz And The Tantrums,3,80,84,False
2016-10-29,81,Song For Another Time,Old Dominion,3,81,92,False
2016-10-29,82,All Time Low,Jon Bellion,1,82,0,True
2016-10-29,83,Hold Up,Beyonce,11,13,81,False
2016-10-29,84,Fresh Eyes,Andy Grammer,2,84,97,False
2016-10-29,85,Ain't My Fault,Zara Larsson,1,85,0,True
2016-10-29,86,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,13,66,82,False
2016-10-29,87,You & Me,Marc E. Bassy Featuring G-Eazy,14,58,75,False
2016-10-29,88,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,17,24,79,False
2016-10-29,89,Mercy,Shawn Mendes,4,68,76,False
2016-10-29,90,CRZY,Kehlani,3,85,85,False
2016-10-29,91,Capsize,Frenship & Emily Warren,3,91,93,False
2016-10-29,92,THat Part,ScHoolboy Q Featuring Kanye West,19,40,88,False
2016-10-29,93,Wanna Be That Song,Brett Eldredge,2,93,98,False
2016-10-29,94,Peter Pan,Kelsea Ballerini,20,35,80,False
2016-10-29,95,Perfect Illusion,Lady Gaga,5,15,69,False
2016-10-29,96,Kids,OneRepublic,1,96,0,True
2016-10-29,97,Forever Country,"Artists Of Then, Now & Forever",4,21,73,False
2016-10-29,98,I Got The Keys,DJ Khaled Featuring Jay Z & Future,16,30,90,False
2016-10-29,99,Cranes In The Sky,Solange,2,74,74,False
2016-10-29,100,Gangsta,Kehlani,10,41,95,False
2016-11-05,1,Closer,The Chainsmokers Featuring Halsey,12,1,1,False
2016-11-05,2,Starboy,The Weeknd Featuring Daft Punk,5,2,2,False
2016-11-05,3,Heathens,Twenty One Pilots,18,2,3,False
2016-11-05,4,Let Me Love You,DJ Snake Featuring Justin Bieber,11,4,4,False
2016-11-05,5,Broccoli,D.R.A.M. Featuring Lil Yachty,19,5,6,False
2016-11-05,6,24K Magic,Bruno Mars,2,5,5,False
2016-11-05,7,Cold Water,Major Lazer Featuring Justin Bieber & Mo,13,2,7,False
2016-11-05,8,Side To Side,Ariana Grande Featuring Nicki Minaj,8,8,10,False
2016-11-05,9,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2,9,56,False
2016-11-05,10,Treat You Better,Shawn Mendes,20,6,8,False
2016-11-05,11,I Hate U I Love U,Gnash Featuring Olivia O'Brien,27,10,12,False
2016-11-05,12,Cheap Thrills,Sia Featuring Sean Paul,36,1,9,False
2016-11-05,13,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,4,11,11,False
2016-11-05,14,Gold,Kiiara,22,13,15,False
2016-11-05,15,Don't Let Me Down,The Chainsmokers Featuring Daya,36,3,13,False
2016-11-05,16,Ride,Twenty One Pilots,32,5,16,False
2016-11-05,17,This Is What You Came For,Calvin Harris Featuring Rihanna,25,3,14,False
2016-11-05,18,Starving,Hailee Steinfeld & Grey Featuring Zedd,12,18,20,False
2016-11-05,19,Can't Stop The Feeling!,Justin Timberlake,24,1,22,False
2016-11-05,20,Luv,Tory Lanez,17,19,21,False
2016-11-05,21,OOOUUU,Young M.A,8,21,28,False
2016-11-05,22,Black Beatles,Rae Sremmurd Featuring Gucci Mane,6,22,33,False
2016-11-05,23,One Dance,Drake Featuring Wizkid & Kyla,29,1,17,False
2016-11-05,24,Send My Love (To Your New Lover),Adele,23,8,19,False
2016-11-05,25,The Greatest,Sia Featuring Kendrick Lamar,7,24,25,False
2016-11-05,26,Needed Me,Rihanna,38,7,18,False
2016-11-05,27,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",17,15,23,False
2016-11-05,28,Too Good,Drake Featuring Rihanna,25,14,24,False
2016-11-05,29,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,20,9,26,False
2016-11-05,30,Unsteady,X Ambassadors,23,26,29,False
2016-11-05,31,Hymn For The Weekend,Coldplay,21,25,27,False
2016-11-05,32,Caroline,Amine,7,32,35,False
2016-11-05,33,"Sit Still, Look Pretty",Daya,21,28,31,False
2016-11-05,34,Tiimmy Turner,Desiigner,13,34,37,False
2016-11-05,35,My Way,Calvin Harris,5,24,30,False
2016-11-05,36,Scars To Your Beautiful,Alessia Cara,8,36,42,False
2016-11-05,37,Setting The World On Fire,Kenny Chesney Featuring P!nk,12,29,36,False
2016-11-05,38,Panda,Desiigner,35,1,32,False
2016-11-05,39,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,12,39,44,False
2016-11-05,40,Blue Ain't Your Color,Keith Urban,6,40,40,False
2016-11-05,41,Into You,Ariana Grande,23,13,34,False
2016-11-05,42,In The Name Of Love,Martin Garrix & Bebe Rexha,10,39,39,False
2016-11-05,43,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,22,43,49,False
2016-11-05,44,All We Know,The Chainsmokers Featuring Phoebe Ryan,3,18,38,False
2016-11-05,45,Controlla,Drake,25,16,43,False
2016-11-05,46,Middle Of A Memory,Cole Swindell,13,46,51,False
2016-11-05,47,For Free,DJ Khaled Featuring Drake,20,13,41,False
2016-11-05,48,No Limit,Usher Featuring Young Thug,17,32,45,False
2016-11-05,49,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,34,4,46,False
2016-11-05,50,May We All,Florida Georgia Line Featuring Tim McGraw,8,50,59,False
2016-11-05,51,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,10,43,47,False
2016-11-05,52,1 Night,Lil Yachty,11,52,57,False
2016-11-05,53,Move,Luke Bryan,9,53,58,False
2016-11-05,54,X,21 Savage & Metro Boomin Featuring Future,6,54,71,False
2016-11-05,55,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",11,48,48,False
2016-11-05,56,I Know Somebody,LoCash,8,52,52,False
2016-11-05,57,A Little More Summertime,Jason Aldean,7,57,63,False
2016-11-05,58,Money Longer,Lil Uzi Vert,19,54,72,False
2016-11-05,59,All Time Low,Jon Bellion,2,59,82,False
2016-11-05,60,Come And See Me,PARTYNEXTDOOR Featuring Drake,16,60,62,False
2016-11-05,61,Sleep Without You,Brett Young,6,61,68,False
2016-11-05,62,It Don't Hurt Like It Used To,Billy Currington,13,44,53,False
2016-11-05,63,Too Much Sauce,DJ Esco Featuring Future & Lil Uzi Vert,9,63,66,False
2016-11-05,64,Fade,Kanye West,7,47,64,False
2016-11-05,65,This Town,Niall Horan,4,25,54,False
2016-11-05,66,Vice,Miranda Lambert,14,47,67,False
2016-11-05,67,HandClap,Fitz And The Tantrums,4,67,80,False
2016-11-05,68,False Alarm,The Weeknd,2,63,0,False
2016-11-05,69,Song For Another Time,Old Dominion,4,69,81,False
2016-11-05,70,Key To The Streets,Yfn Lucci Featuring Migos & Trouble,5,70,74,False
2016-11-05,71,You Was Right,Lil Uzi Vert,15,71,73,False
2016-11-05,72,Blow Your Mind (Mwah),Dua Lipa,1,72,0,True
2016-11-05,73,Dirty Laundry,Carrie Underwood,1,73,0,True
2016-11-05,74,Fresh Eyes,Andy Grammer,3,74,84,False
2016-11-05,75,This Girl,Kungs vs Cookin' On 3 Burners,13,26,65,False
2016-11-05,76,Wanna Be That Song,Brett Eldredge,3,76,93,False
2016-11-05,77,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",10,77,79,False
2016-11-05,78,Capsize,Frenship & Emily Warren,4,78,91,False
2016-11-05,79,All Eyez,The Game Featuring Jeremih,2,79,0,False
2016-11-05,80,Bad Things,Machine Gun Kelly x Camila Cabello,1,80,0,True
2016-11-05,81,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,14,66,86,False
2016-11-05,82,Hold Up,Beyonce,12,13,83,False
2016-11-05,83,Different For Girls,Dierks Bentley Featuring Elle King,20,42,75,False
2016-11-05,84,Mercy,Shawn Mendes,5,68,89,False
2016-11-05,85,Ain't My Fault,Zara Larsson,2,85,85,False
2016-11-05,86,THat Part,ScHoolboy Q Featuring Kanye West,20,40,92,False
2016-11-05,87,CRZY,Kehlani,4,85,90,False
2016-11-05,88,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,17,62,0,False
2016-11-05,89,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,18,24,88,False
2016-11-05,90,Gangsta,Kehlani,11,41,100,False
2016-11-05,91,Rock On,Tucker Beathard,10,62,69,False
2016-11-05,92,You & Me,Marc E. Bassy Featuring G-Eazy,15,58,87,False
2016-11-05,93,Alone,Marshmello,1,93,0,True
2016-11-05,94,I Met A Girl,William Michael Morgan,9,60,78,False
2016-11-05,95,80s Mercedes,Maren Morris,1,95,0,True
2016-11-05,96,I Got The Keys,DJ Khaled Featuring Jay Z & Future,17,30,98,False
2016-11-05,97,Lockjaw,French Montana Featuring Kodak Black,12,73,0,False
2016-11-05,98,My Sh*t,A Boogie wit da Hoodie,1,98,0,True
2016-11-05,99,How I'll Always Be,Tim McGraw,1,99,0,True
2016-11-05,100,Goosebumps,Travis Scott,5,91,0,False
2016-11-12,1,Closer,The Chainsmokers Featuring Halsey,13,1,1,False
2016-11-12,2,Starboy,The Weeknd Featuring Daft Punk,6,2,2,False
2016-11-12,3,Heathens,Twenty One Pilots,19,2,3,False
2016-11-12,4,Let Me Love You,DJ Snake Featuring Justin Bieber,12,4,4,False
2016-11-12,5,Broccoli,D.R.A.M. Featuring Lil Yachty,20,5,5,False
2016-11-12,6,24K Magic,Bruno Mars,3,5,6,False
2016-11-12,7,Side To Side,Ariana Grande Featuring Nicki Minaj,9,7,8,False
2016-11-12,8,Cold Water,Major Lazer Featuring Justin Bieber & Mo,14,2,7,False
2016-11-12,9,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,5,9,13,False
2016-11-12,10,I Hate U I Love U,Gnash Featuring Olivia O'Brien,28,10,11,False
2016-11-12,11,Treat You Better,Shawn Mendes,21,6,10,False
2016-11-12,12,Cheap Thrills,Sia Featuring Sean Paul,37,1,12,False
2016-11-12,13,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,3,9,9,False
2016-11-12,14,Starving,Hailee Steinfeld & Grey Featuring Zedd,13,14,18,False
2016-11-12,15,Gold,Kiiara,23,13,14,False
2016-11-12,16,Black Beatles,Rae Sremmurd Featuring Gucci Mane,7,16,22,False
2016-11-12,17,Don't Let Me Down,The Chainsmokers Featuring Daya,37,3,15,False
2016-11-12,18,This Is What You Came For,Calvin Harris Featuring Rihanna,26,3,17,False
2016-11-12,19,The Greatest,Sia Featuring Kendrick Lamar,8,19,25,False
2016-11-12,20,Ride,Twenty One Pilots,33,5,16,False
2016-11-12,21,Can't Stop The Feeling!,Justin Timberlake,25,1,19,False
2016-11-12,22,OOOUUU,Young M.A,9,21,21,False
2016-11-12,23,One Dance,Drake Featuring Wizkid & Kyla,30,1,23,False
2016-11-12,24,Fake Love,Drake,1,24,0,True
2016-11-12,25,Caroline,Amine,8,25,32,False
2016-11-12,26,Send My Love (To Your New Lover),Adele,24,8,24,False
2016-11-12,27,Unsteady,X Ambassadors,24,26,30,False
2016-11-12,28,Needed Me,Rihanna,39,7,26,False
2016-11-12,29,Luv,Tory Lanez,18,19,20,False
2016-11-12,30,Scars To Your Beautiful,Alessia Cara,9,30,36,False
2016-11-12,31,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",18,15,27,False
2016-11-12,32,Hallelujah,Pentatonix,1,32,0,True
2016-11-12,33,Too Good,Drake Featuring Rihanna,26,14,28,False
2016-11-12,34,"Sit Still, Look Pretty",Daya,22,28,33,False
2016-11-12,35,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,21,9,29,False
2016-11-12,36,Hymn For The Weekend,Coldplay,22,25,31,False
2016-11-12,37,Tiimmy Turner,Desiigner,14,34,34,False
2016-11-12,38,Sneakin',Drake Featuring 21 Savage,1,38,0,True
2016-11-12,39,Setting The World On Fire,Kenny Chesney Featuring P!nk,13,29,37,False
2016-11-12,40,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,13,39,39,False
2016-11-12,41,My Way,Calvin Harris,6,24,35,False
2016-11-12,42,Blue Ain't Your Color,Keith Urban,7,40,40,False
2016-11-12,43,Panda,Desiigner,36,1,38,False
2016-11-12,44,In The Name Of Love,Martin Garrix & Bebe Rexha,11,39,42,False
2016-11-12,45,Into You,Ariana Grande,24,13,41,False
2016-11-12,46,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,23,43,43,False
2016-11-12,47,May We All,Florida Georgia Line Featuring Tim McGraw,9,47,50,False
2016-11-12,48,Middle Of A Memory,Cole Swindell,14,46,46,False
2016-11-12,49,Controlla,Drake,26,16,45,False
2016-11-12,50,X,21 Savage & Metro Boomin Featuring Future,7,50,54,False
2016-11-12,51,Move,Luke Bryan,10,51,53,False
2016-11-12,52,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",12,48,55,False
2016-11-12,53,1 Night,Lil Yachty,12,52,52,False
2016-11-12,54,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,11,43,51,False
2016-11-12,55,All We Know,The Chainsmokers Featuring Phoebe Ryan,4,18,44,False
2016-11-12,56,No Limit,Usher Featuring Young Thug,18,32,48,False
2016-11-12,57,Million Reasons,Lady Gaga,2,57,0,False
2016-11-12,58,All Time Low,Jon Bellion,3,58,59,False
2016-11-12,59,I Know Somebody,LoCash,9,52,56,False
2016-11-12,60,A Little More Summertime,Jason Aldean,8,57,57,False
2016-11-12,61,Come And See Me,PARTYNEXTDOOR Featuring Drake,17,60,60,False
2016-11-12,62,Sleep Without You,Brett Young,7,61,61,False
2016-11-12,63,Money Longer,Lil Uzi Vert,20,54,58,False
2016-11-12,64,Too Much Sauce,DJ Esco Featuring Future & Lil Uzi Vert,10,63,63,False
2016-11-12,65,Fade,Kanye West,8,47,64,False
2016-11-12,66,A-YO,Lady Gaga,1,66,0,True
2016-11-12,67,Vice,Miranda Lambert,15,47,66,False
2016-11-12,68,This Town,Niall Horan,5,25,65,False
2016-11-12,69,Shout Out To My Ex,Little Mix,1,69,0,True
2016-11-12,70,You Was Right,Lil Uzi Vert,16,70,71,False
2016-11-12,71,It Don't Hurt Like It Used To,Billy Currington,14,44,62,False
2016-11-12,72,Song For Another Time,Old Dominion,5,69,69,False
2016-11-12,73,Key To The Streets,Yfn Lucci Featuring Migos & Trouble,6,70,70,False
2016-11-12,74,Fresh Eyes,Andy Grammer,4,74,74,False
2016-11-12,75,HandClap,Fitz And The Tantrums,5,67,67,False
2016-11-12,76,Wanna Be That Song,Brett Eldredge,4,76,76,False
2016-11-12,77,Dirty Laundry,Carrie Underwood,2,73,73,False
2016-11-12,78,Perfect Illusion,Lady Gaga,6,15,0,False
2016-11-12,79,Say It,Flume Featuring Tove Lo,2,60,0,False
2016-11-12,80,Love On The Brain,Rihanna,2,80,0,False
2016-11-12,81,Capsize,Frenship & Emily Warren,5,78,78,False
2016-11-12,82,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",11,77,77,False
2016-11-12,83,Mercy,Shawn Mendes,6,68,84,False
2016-11-12,84,All Eyez,The Game Featuring Jeremih,3,79,79,False
2016-11-12,85,No Heart,21 Savage & Metro Boomin,1,85,0,True
2016-11-12,86,Ain't My Fault,Zara Larsson,3,85,85,False
2016-11-12,87,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,15,66,81,False
2016-11-12,88,This Girl,Kungs vs Cookin' On 3 Burners,14,26,75,False
2016-11-12,89,How I'll Always Be,Tim McGraw,2,89,99,False
2016-11-12,90,Hold Up,Beyonce,13,13,82,False
2016-11-12,91,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,18,62,88,False
